rank^title^rating^director
1^肖申克的救赎^9.6^弗兰克·德拉邦特
2^霸王别姬^9.6^陈凯歌
3^这个杀手不太冷^9.4^吕克·贝松
4^阿甘正传^9.4^罗伯特·泽米吉斯
5^美丽人生^9.5^罗伯托·贝尼尼
6^泰坦尼克号^9.3^詹姆斯·卡梅隆
7^千与千寻^9.3^宫崎骏
8^辛德勒的名单^9.5^史蒂文·斯皮尔伯格
9^盗梦空间^9.3^克里斯托弗·诺兰
10^机器人总动员^9.3^安德鲁·斯坦顿
11^忠犬八公的故事^9.3^拉斯·霍尔斯道姆
12^三傻大闹宝莱坞^9.2^拉吉库马尔·希拉尼
13^海上钢琴师^9.2^朱塞佩·托纳多雷
14^放牛班的春天^9.2^克里斯托夫·巴拉蒂
15^大话西游之大圣娶亲^9.2^刘镇伟
16^楚门的世界^9.2^彼得·威尔
17^星际穿越^9.2^克里斯托弗·诺兰
18^教父^9.2^弗朗西斯·福特·科波拉
19^龙猫^9.1^宫崎骏
20^熔炉^9.3^黄东赫
21^无间道^9.1^刘伟强
22^当幸福来敲门^9^加布里埃莱·穆奇诺
23^触不可及^9.2^奥利维埃·纳卡什
24^怦然心动^9^罗伯·莱纳
25^疯狂动物城^9.2^拜伦·霍华德
26^乱世佳人^9.2^维克多·弗莱明
27^蝙蝠侠：黑暗骑士^9.1^克里斯托弗·诺兰
28^活着^9.1^张艺谋
29^天堂电影院^9.1^朱塞佩·托纳多雷
30^少年派的奇幻漂流^9^李安
31^十二怒汉^9.4^西德尼·吕美特
32^鬼子来了^9.2^姜文
33^指环王3：王者无敌^9.1^彼得·杰克逊
34^控方证人^9.6^比利·怀德
35^天空之城^9^宫崎骏
36^搏击俱乐部^9^大卫·芬奇
37^飞屋环游记^8.9^彼特·道格特
38^大话西游之月光宝盒^8.9^刘镇伟
39^罗马假日^9^威廉·惠勒
40^摔跤吧！爸爸^9.1^涅提·蒂瓦里
41^窃听风暴^9.1^弗洛里安·亨克尔·冯·多纳斯马尔克
42^哈尔的移动城堡^8.9^宫崎骏
43^辩护人^9.2^杨宇硕
44^闻香识女人^9^马丁·布莱斯特
45^两杆大烟枪^9.1^盖·里奇
46^飞越疯人院^9^米洛斯·福尔曼
47^死亡诗社^9^彼得·威尔
48^V字仇杀队^8.8^詹姆斯·麦克特格
49^海豚湾^9.3^路易·西霍尤斯
50^教父2^9.1^弗朗西斯·福特·科波拉
51^指环王2：双塔奇兵^9^彼得·杰克逊
52^指环王1：魔戒再现^8.9^彼得·杰克逊
53^美丽心灵^8.9^朗·霍华德
54^饮食男女^9.1^李安
55^情书^8.8^岩井俊二
56^素媛^9.1^李濬益
57^狮子王^8.9^罗杰·阿勒斯
58^钢琴家^9.1^罗曼·波兰斯基
59^美国往事^9.1^赛尔乔·莱昂内
60^末代皇帝^9.1^贝纳尔多·贝托鲁奇
61^小鞋子^9.2^马基德·马基迪
62^七宗罪^8.8^大卫·芬奇
63^被嫌弃的松子的一生^8.9^中岛哲也
64^本杰明·巴顿奇事^8.8^大卫·芬奇
65^致命魔术^8.8^克里斯托弗·诺兰
66^西西里的美丽传说^8.8^朱塞佩·托纳多雷
67^黑客帝国^8.9^莉莉·沃卓斯基
68^让子弹飞^8.7^姜文
69^拯救大兵瑞恩^8.9^史蒂文·斯皮尔伯格
70^天使爱美丽^8.7^让-皮埃尔·热内
71^看不见的客人^8.7^奥里奥尔·保罗
72^音乐之声^8.9^罗伯特·怀斯
73^低俗小说^8.8^昆汀·塔伦蒂诺
74^勇敢的心^8.8^梅尔·吉布森
75^大闹天宫^9.3^万籁鸣
76^剪刀手爱德华^8.7^蒂姆·波顿
77^沉默的羔羊^8.8^乔纳森·戴米
78^哈利·波特与魔法石^8.8^克里斯·哥伦布
79^蝴蝶效应^8.7^埃里克·布雷斯
80^春光乍泄^8.8^王家卫
81^心灵捕手^8.8^格斯·范·桑特
82^入殓师^8.8^泷田洋二郎
83^猫鼠游戏^8.8^史蒂文·斯皮尔伯格
84^布达佩斯大饭店^8.8^韦斯·安德森
85^禁闭岛^8.7^马丁·斯科塞斯
86^玛丽和马克思^8.9^亚当·艾略特
87^阳光灿烂的日子^8.8^姜文
88^幽灵公主^8.8^宫崎骏
89^第六感^8.8^M·奈特·沙马兰
90^狩猎^9.1^托马斯·温特伯格
91^重庆森林^8.7^王家卫
92^穿条纹睡衣的男孩^9^马克·赫尔曼
93^致命ID^8.7^詹姆斯·曼高德
94^断背山^8.7^李安
95^加勒比海盗^8.6^戈尔·维宾斯基
96^阿凡达^8.6^詹姆斯·卡梅隆
97^摩登时代^9.2^查理·卓别林
98^大鱼^8.7^蒂姆·波顿
99^告白^8.7^中岛哲也
100^一一^9^杨德昌
101^射雕英雄传之东成西就^8.7^刘镇伟
102^甜蜜蜜^8.8^陈可辛
103^阳光姐妹淘^8.8^姜炯哲
104^消失的爱人^8.7^大卫·芬奇
105^爱在黎明破晓前^8.7^理查德·林克莱特
106^上帝之城^8.9^卡迪亚·兰德
107^喜剧之王^8.6^周星驰
108^小森林 夏秋篇^8.9^森淳一
109^侧耳倾听^8.8^近藤喜文
110^倩女幽魂^8.6^程小东
111^恐怖直播^8.7^金秉祐
112^风之谷^8.8^宫崎骏
113^超脱^8.8^托尼·凯耶
114^爱在日落黄昏时^8.8^理查德·林克莱特
115^红辣椒^8.9^今敏
116^寻梦环游记^9^李·昂克里奇
117^菊次郎的夏天^8.8^北野武
118^驯龙高手^8.7^迪恩·德布洛斯
119^幸福终点站^8.7^史蒂文·斯皮尔伯格
120^神偷奶爸^8.5^皮埃尔·柯芬
121^杀人回忆^8.7^奉俊昊
122^借东西的小人阿莉埃蒂^8.7^米林宏昌
123^七武士^9.2^黑泽明
124^请以你的名字呼唤我^8.8^卢卡·瓜达尼诺
125^岁月神偷^8.6^罗启锐
126^哈利·波特与死亡圣器(下)^8.7^大卫·叶茨
127^小森林 冬春篇^9^森淳一
128^怪兽电力公司^8.6^彼特·道格特
129^萤火虫之墓^8.7^高畑勋
130^谍影重重3^8.7^保罗·格林格拉斯
131^电锯惊魂^8.7^温子仁
132^喜宴^8.8^李安
133^东邪西毒^8.6^王家卫
134^7号房的礼物^8.7^李焕庆
135^疯狂原始人^8.7^柯克·德·米科
136^贫民窟的百万富翁^8.5^丹尼·博伊尔
137^萤火之森^8.8^大森贵弘
138^记忆碎片^8.6^克里斯托弗·诺兰
139^黑天鹅^8.5^达伦·阿伦诺夫斯基
140^真爱至上^8.5^理查德·柯蒂斯
141^英雄本色^8.6^吴宇森
142^超能陆战队^8.6^唐·霍尔
143^唐伯虎点秋香^8.5^李力持
144^蝙蝠侠：黑暗骑士崛起^8.6^克里斯托弗·诺兰
145^雨人^8.7^巴瑞·莱文森
146^心迷宫^8.7^忻钰坤
147^卢旺达饭店^8.9^特瑞·乔治
148^傲慢与偏见^8.5^乔·赖特
149^荒蛮故事^8.8^达米安·斯兹弗隆
150^海洋^9^雅克·贝汉
151^纵横四海^8.7^吴宇森
152^无人知晓^9.1^是枝裕和
153^时空恋旅人^8.7^理查德·柯蒂斯
154^海边的曼彻斯特^8.6^肯尼思·洛纳根
155^教父3^8.8^弗朗西斯·福特·科波拉
156^虎口脱险^8.9^热拉尔·乌里
157^完美的世界^9^克林特·伊斯特伍德
158^玩具总动员3^8.8^李·昂克里奇
159^花样年华^8.6^王家卫
160^达拉斯买家俱乐部^8.7^让-马克·瓦雷
161^燃情岁月^8.7^爱德华·兹威克
162^恋恋笔记本^8.5^尼克·卡萨维茨
163^血战钢锯岭^8.7^梅尔·吉布森
164^二十二^8.7^郭柯
165^雨中曲^9^斯坦利·多南
166^魂断蓝桥^8.8^茂文·勒鲁瓦
167^穿越时空的少女^8.6^细田守
168^我是山姆^8.8^杰茜·尼尔森
169^猜火车^8.5^丹尼·博伊尔
170^冰川时代^8.5^卡洛斯·沙尔丹哈
171^人工智能^8.6^史蒂文·斯皮尔伯格
172^头脑特工队^8.7^彼特·道格特
173^被解救的姜戈^8.6^昆汀·塔伦蒂诺
174^爆裂鼓手^8.6^达米恩·查泽雷
175^未麻的部屋^8.9^今敏
176^罗生门^8.7^黑泽明
177^你的名字。^8.4^新海诚
178^浪潮^8.7^丹尼斯·甘塞尔
179^香水^8.4^汤姆·提克威
180^朗读者^8.5^史蒂芬·戴德利
181^阿飞正传^8.5^王家卫
182^无敌破坏王^8.7^瑞奇·摩尔
183^房间^8.8^伦尼·阿伯拉罕森
184^恐怖游轮^8.4^克里斯托弗·史密斯
185^模仿游戏^8.6^莫滕·泰杜姆
186^可可西里^8.7^陆川
187^一个叫欧维的男人决定去死^8.8^汉内斯·赫尔姆
188^忠犬八公物语^9.1^神山征二郎
189^一次别离^8.7^阿斯哈·法哈蒂
190^战争之王^8.6^安德鲁·尼科尔
191^魔女宅急便^8.5^宫崎骏
192^追随^8.9^克里斯托弗·诺兰
193^哪吒闹海^8.9^严定宪
194^完美陌生人^8.6^保罗·格诺维塞
195^谍影重重^8.5^道格·里曼
196^牯岭街少年杀人事件^8.8^杨德昌
197^地球上的星星^8.9^阿米尔·汗
198^撞车^8.6^保罗·哈吉斯
199^谍影重重2^8.6^保罗·格林格拉斯
200^惊魂记^8.9^阿尔弗雷德·希区柯克
201^青蛇^8.5^徐克
202^黑客帝国3：矩阵革命^8.6^莉莉·沃卓斯基
203^梦之安魂曲^8.7^达伦·阿伦诺夫斯基
204^海街日记^8.7^是枝裕和
205^小萝莉的猴神大叔^8.5^卡比尔·汗
206^再次出发之纽约遇见你^8.5^约翰·卡尼
207^新龙门客栈^8.5^李惠民
208^步履不停^8.8^是枝裕和
209^东京物语^9.2^小津安二郎
210^终结者2：审判日^8.6^詹姆斯·卡梅隆
211^源代码^8.4^邓肯·琼斯
212^初恋这件小事^8.3^普特鹏·普罗萨卡·那·萨克那卡林
213^城市之光^9.2^查理·卓别林
214^绿里奇迹^8.7^弗兰克·德拉邦特
215^疯狂的石头^8.3^宁浩
216^爱在午夜降临前^8.8^理查德·林克莱特
217^末路狂花^8.7^雷德利·斯科特
218^无耻混蛋^8.5^昆汀·塔伦蒂诺
219^秒速5厘米^8.3^新海诚
220^这个男人来自地球^8.5^理查德·沙因克曼
221^勇闯夺命岛^8.6^迈克尔·贝
222^E.T. 外星人^8.5^史蒂文·斯皮尔伯格
223^变脸^8.4^吴宇森
224^碧海蓝天^8.7^吕克·贝松
225^卡萨布兰卡^8.6^迈克尔·柯蒂兹
226^彗星来的那一夜^8.4^詹姆斯·沃德·布柯特
227^黄金三镖客^9.1^赛尔乔·莱昂内
228^发条橙^8.5^斯坦利·库布里克
229^聚焦^8.8^汤姆·麦卡锡
230^血钻^8.6^爱德华·兹威克
231^美国丽人^8.5^萨姆·门德斯
232^海盗电台^8.6^理查德·柯蒂斯
233^非常嫌疑犯^8.6^布莱恩·辛格
234^国王的演讲^8.3^汤姆·霍珀
235^荒野生存^8.6^西恩·潘
236^英国病人^8.5^安东尼·明格拉
237^黑鹰坠落^8.6^雷德利·斯科特
238^我爱你^9^秋昌旼
239^千钧一发^8.7^安德鲁·尼科尔
240^遗愿清单^8.5^罗伯·莱纳
241^天书奇谭^9.1^王树忱
242^迁徙的鸟^9.1^雅克·贝汉
243^荒岛余生^8.5^罗伯特·泽米吉斯
244^2001太空漫游^8.7^斯坦利·库布里克
245^勇士^8.9^加文·欧康诺
246^枪火^8.7^杜琪峰
247^燕尾蝶^8.6^岩井俊二
248^叫我第一名^8.6^彼得·维纳
249^穆赫兰道^8.3^大卫·林奇
